Source	Target	Model	Grammaticality	Meaning Preservation	Simplicity	Overall Quality
She tells girls '' that if you are good at math and interested in how things work , then engineering is a great field . ''	she tells girls if you are good at math .	EditNTS	3	1	4	1
She tells girls '' that if you are good at math and interested in how things work , then engineering is a great field . ''	she tells girls ' girls ' confidence that if you are good at math and how things work , then is a great field .	Transformer	1	1	1	1
She tells girls '' that if you are good at math and interested in how things work , then engineering is a great field . ''	if they are just at small and possible in how things work , then finds .	DMASS	2	1	1	1
She tells girls '' that if you are good at math and interested in how things work , then engineering is a great field . ''	she tells girls how to be good at math and interested in science .	BERT	4	1	4	1
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	she tells girls that if they are good at math and interested in how things work , '' engineering is a great field . ''	Reference	4	4	2	4
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	i tell them , that if you are good at math and interested in how things work , then engineering is a great field .	PBMT-R	4	4	2	4
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	i tell them that if you are in how things work engineering is a field .	Hybrid	2	1	2	1
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	i tell them that if you are good at math and share in how things work , then building is a great field .	EncDecA	3	1	2	2
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	i tell them that if you are good at math and share in how things work , then engineering is a great field .	DRESS	3	2	2	2
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	i tell them that if you are good at math .	S2S-All-FA	4	1	4	1
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	i tell them that if you are good at math .	EditNTS	4	1	4	1
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	" i tell them that if you are good at math and how things work , then is a great field . "	Transformer	3	2	1	2
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	if they are good at math and paper in how perfect work , then finds .	DMASS	1	1	1	1
I tell them that if you are good at math and interested in how things work , then engineering is a great field .	i tell them that if you are good at math , then you are interested in engineering , then in things .	BERT	1	1	1	1
Sun said his fascination with the past started with his grandfather , who taught him the old accents and ways of Beijing , including Beijing opera .	sun said his fascination with kites started with his grandfather , who taught him the old accents and ways of beijing , including beijing opera .	Reference	4	1	4	1
